customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,total_claim_amount
5671,34974,71,7,36,3,315
10436,24177,92,4,37,2,441
7172,73836,182,8,35,1,553
7081,93854,87,18,41,9,417
4502,46402,113,7,2,1,476
26016,43922,83,2,43,2,40
5214,65375,65,9,84,3,6
7680,68229,96,11,41,5,460
10827,62053,134,3,89,5,614
2854,34807,73,23,90,1,472
3821,79189,95,18,50,1,50
4826,18779,63,10,65,4,215
3839,70146,96,28,65,1,157
2894,28204,73,6,12,1,486
23740,28025,87,28,94,2,611
2829,25860,72,12,46,1,345
13473,25302,70,13,16,2,336
8170,95241,68,3,12,2,87
3187,54004,85,27,29,1,595
9212,70958,115,1,57,7,115
5028,78648,67,21,60,5,216
7684,62192,98,30,28,5,243
4159,18624,62,1,64,3,446
4899,76594,122,26,9,1,832
23207,45039,96,27,94,2,192
6520,93721,80,22,62,6,489
5497,28128,70,6,52,4,336
6466,88958,90,3,76,7,144
5956,48993,74,6,29,4,810
5313,87369,77,8,10,9,863
9928,75716,247,2,32,1,562
7714,82257,74,33,24,2,532
7295,26849,62,5,0,2,38
6063,20676,79,28,27,7,379
13295,68009,110,1,2,2,528
2580,46900,66,13,59,1,316
2497,68041,64,10,47,1,165
8085,61409,68,30,80,2,264
8390,19481,78,22,3,2,732
4773,33701,63,16,67,5,171
6791,70930,101,19,11,8,727
7116,72398,66,5,46,2,316
3031,27435,76,9,6,1,455
10110,76276,86,24,19,2,93
7356,36812,92,23,98,4,392
6770,74422,85,4,3,3,95
5452,88567,67,9,89,9,321
6631,32918,84,33,69,3,403
7260,41124,72,10,25,2,744
8646,64125,108,3,44,3,369
4926,49185,61,11,92,8,126
4636,26802,66,7,43,5,316
6297,76918,189,15,51,1,1823
2236,36758,64,12,56,1,307
11981,21514,62,0,59,2,257
4944,53607,61,4,18,9,93
13450,71794,126,28,80,2,907
6496,89285,81,25,3,3,109
6006,50105,80,5,10,8,488
4334,82148,116,1,87,1,1065
8646,64125,108,3,44,3,369
13023,64985,108,23,94,2,16
7804,56441,117,18,84,8,91
10552,47761,131,2,54,6,232
5169,12430,73,22,13,4,350
15016,70619,187,2,84,3,293
3394,83431,84,13,33,1,403
6366,44368,80,5,72,3,384
19731,33588,62,2,64,2,419
7079,24245,63,0,22,2,302
12168,88067,109,28,96,2,30
4726,13037,124,28,49,1,839
9448,85221,117,11,42,4,516
3883,80287,109,10,70,1,765
4526,92921,112,35,49,1,109
12741,73054,106,34,36,2,419
14208,10108,131,12,26,2,943
5850,24317,73,2,35,3,350
10787,44695,91,26,88,2,147
10396,34948,130,20,15,7,443
3580,71176,91,3,62,1,278
3585,49080,91,14,68,1,25
8828,61246,110,24,21,3,159
7255,39786,91,2,91,9,365
2491,25965,65,23,27,1,329
13583,58544,114,19,48,2,769
5874,35301,74,23,68,7,128
2550,69230,63,31,13,1,283
8704,38072,113,10,36,3,151
7286,65870,61,21,40,2,202
5293,61165,74,14,43,4,712
12851,88185,186,11,31,8,1339
3241,66889,80,6,16,1,294
3358,77309,83,22,6,1,596
11177,20742,100,17,52,2,455
6793,22250,86,10,36,3,720
8406,67128,105,33,90,4,339
4873,71998,68,3,5,5,356
8509,26057,74,3,63,2,523
2560,30027,65,13,10,1,312
8161,12266,114,25,36,3,732
12148,37025,101,15,36,2,427
22110,65724,70,2,66,2,14
4001,19782,108,13,66,1,773
4883,19096,64,17,5,3,374
6358,17937,94,19,98,4,17
2632,99841,65,14,30,1,312
2395,21986,63,1,9,1,333
2869,70974,71,15,0,1,340
25390,19359,129,0,62,2,928
7343,40144,72,26,12,2,345
4344,48054,109,24,64,1,523
5344,22908,68,30,19,7,387
4744,20698,68,0,72,5,248
2840,79181,72,1,24,1,241
6104,18690,80,10,63,5,18
2805,26004,70,12,3,1,336
4838,73769,61,24,95,3,239
2821,38977,70,27,22,1,139
2152,29456,65,8,50,1,460
4082,23206,107,31,60,1,513
2965,26472,74,22,31,1,355
6081,34594,82,26,33,3,393
26843,36068,97,0,10,2,113
5678,49870,76,8,44,3,364
3355,46644,84,34,19,1,150
4376,63774,111,18,63,1,60
10972,24164,137,2,40,5,657
6677,87599,97,10,77,9,251
2624,18129,71,23,59,1,340
9052,10211,119,7,16,7,571
6112,63243,77,21,73,3,364
10777,53437,91,2,87,2,436
8489,46121,130,3,46,3,624
5055,88989,63,19,28,3,232
25997,62262,72,17,2,2,193
10839,26367,139,7,26,3,105
6044,93715,74,12,88,7,532
5447,68815,68,29,37,3,114
2241,25294,63,5,7,1,453
8061,57293,102,25,87,7,347
12866,36201,189,24,93,6,1415
5479,56005,68,31,30,3,326
9366,60613,240,3,52,1,1152
3436,30817,88,25,43,1,91
8336,97599,67,10,50,2,445
13080,59241,124,12,58,2,595
12734,25023,82,31,38,2,397
9555,96269,118,2,52,8,58
6488,95025,81,15,12,8,271
8436,49182,70,6,86,2,165
2722,17576,71,29,70,1,398
2787,62506,69,2,90,1,331
31864,23576,89,8,72,2,383
33473,33190,106,18,95,2,508
4250,79311,61,17,1,7,292
16515,51725,138,9,16,2,159
13770,59207,116,23,21,2,556
2356,87666,69,22,11,1,496
7933,76505,65,32,89,2,144
5569,53565,71,15,34,6,340
1940,21344,66,5,40,1,475
6715,21835,90,16,78,7,432
5548,67798,69,1,78,9,331
5332,74837,66,9,18,7,376
8341,30344,107,29,79,9,342
5936,42889,74,31,18,7,177
5213,65167,131,22,85,1,628
7706,48019,64,15,94,2,137
7452,32159,68,14,46,2,489
5924,78387,74,5,1,6,204
3032,73782,76,11,97,1,111
3694,62832,102,13,84,1,610
3122,72916,80,25,72,1,384
4362,58842,110,6,74,1,528
5553,39238,92,14,64,9,662
2566,21375,65,14,66,1,312
2435,32931,62,16,45,1,297
2849,63326,72,2,34,1,361
26346,48268,223,28,26,2,1605
4881,37998,61,26,27,7,292
2497,24825,64,34,44,1,155
2476,54831,61,20,45,1,136
6661,54863,95,6,99,5,456
2549,52980,64,33,93,1,191
7405,22044,65,35,70,2,10
4601,84394,114,9,38,1,691
20120,32869,85,4,49,2,117
5903,55393,74,15,6,3,2
2584,22562,65,4,81,1,312
23331,44719,66,6,55,2,316
2867,91810,71,31,43,1,165
4330,60475,107,9,18,1,513
10517,46707,133,9,9,8,80
5544,79619,71,3,34,6,280
5876,32848,74,2,59,5,250
2759,64388,69,12,51,1,331
26197,18495,113,10,15,2,542
42561,66661,119,23,41,2,571
5157,43906,65,6,53,6,468
5192,23059,66,33,55,3,372
3208,40135,80,29,70,1,78
6921,16483,90,14,68,9,320
13350,28919,173,5,88,3,830
11274,51947,114,22,39,2,820
7285,44788,61,6,48,2,386
13918,64113,117,24,32,2,561
9048,56073,119,9,8,3,571
2453,29735,69,3,92,1,331
4387,48015,110,26,57,1,528
7142,24417,185,22,25,1,888
5340,39541,72,1,73,6,345
29091,34226,244,2,22,2,494
2893,30406,73,31,93,1,350
9672,87158,96,5,27,2,1120
3403,38460,88,15,1,1,91
4019,32318,118,2,48,1,566
12168,14973,115,2,75,2,828
10571,94137,65,16,27,2,43
4935,29560,62,21,89,7,297
11323,98254,94,23,11,2,229
4576,48569,114,0,14,1,434
4175,23060,109,13,25,1,731
13235,39778,112,23,49,2,806
2585,83758,64,27,34,1,106
3435,64348,86,25,18,1,212
8376,26448,105,7,42,3,75
4510,44230,114,2,45,1,738
35022,25270,99,34,87,2,712
7986,74217,100,18,3,6,418
7716,37376,99,34,52,3,65
2731,43386,68,1,79,1,315
3694,96170,92,8,86,1,441
5261,43573,66,30,64,5,409
9486,42240,79,25,10,2,46
3687,87165,99,5,68,1,378
4373,25676,113,6,84,1,542
23747,52259,96,29,22,2,460
3618,50755,91,21,25,1,436
30205,86389,89,7,4,2,469
5583,76927,138,2,46,1,114
4841,23449,61,33,2,8,292
5461,39626,69,23,0,3,485
8838,82664,114,24,10,9,133
5586,94161,69,0,65,4,108
7840,58414,210,7,24,1,1008
6685,56270,83,23,2,4,398
2682,61977,74,24,33,1,355
2272,11140,64,35,59,1,286
2839,30546,81,22,26,1,388
5029,40113,67,2,43,5,262
13432,68956,118,12,8,2,118
7879,45703,98,17,36,9,470
6846,89216,95,13,20,5,456
8286,40001,70,6,7,2,142
12298,17101,113,1,88,2,542
9275,52494,119,5,69,7,571
5618,24518,74,23,62,3,241
3237,27982,87,15,74,1,14
2552,33124,67,35,7,1,80
2404,63455,61,26,71,1,287
10208,35482,129,21,59,3,619
2518,39317,64,22,46,1,77
7573,86307,110,6,37,6,1193
7398,27383,188,33,25,1,902
5595,74454,71,25,29,3,340
6678,47137,84,5,11,5,161
7282,40858,184,10,62,1,883
5048,29401,65,30,56,4,312
9830,25965,253,15,59,1,1214
10883,91123,138,32,70,8,103
2792,22426,76,9,31,1,528
73225,39547,202,11,21,2,969
11160,33232,94,21,81,2,435
15014,32961,190,13,53,3,912
6978,53808,88,26,91,7,189
6273,18577,86,21,76,6,412
7481,61783,94,17,20,6,658
5394,29853,69,8,36,6,76
2722,17576,71,29,70,1,398
23984,79655,296,12,17,9,498
2451,48791,62,27,0,1,69
4971,49161,63,16,41,3,171
7455,74089,94,13,89,7,648
7329,59630,185,9,67,1,888
22103,69562,102,35,48,2,489
8560,28120,112,7,52,3,537
3885,11248,105,3,92,1,504
4379,47747,111,31,76,1,165
17029,54613,213,29,62,5,731
20725,15529,273,1,64,9,1965
2776,58603,79,28,94,1,509
2682,63471,67,0,71,1,387
2907,51020,73,16,88,1,350
11473,66538,95,14,64,2,317
58207,29295,219,25,50,2,1328
26576,87002,110,27,30,2,199
11633,39669,98,13,63,2,492
2365,85867,66,25,51,1,159
4170,29462,107,28,23,1,513
5200,90167,131,31,42,1,523
2254,62796,65,0,51,1,312
13024,90066,125,6,61,2,900
2959,69746,74,15,91,1,225
5243,44851,66,16,51,3,439
8082,53554,67,6,5,2,327
4541,49612,65,15,85,4,312
5123,72096,64,24,92,5,252
9234,18669,134,29,43,6,643
13770,59207,116,23,21,2,556
39561,60500,110,27,92,2,770
8613,26680,106,11,49,5,508
5453,30855,68,7,15,7,259
8845,95850,109,3,16,3,328
8021,54292,67,4,26,2,321
2454,63565,72,25,4,1,518
9247,97030,76,14,24,2,416
13110,73597,114,4,8,2,485
10979,94827,135,5,64,4,354
10388,61222,89,20,55,2,392
14962,70164,82,9,58,2,393
9752,37345,82,27,12,2,31
5505,15648,73,29,68,5,413
14741,83263,139,2,33,2,667
2258,32986,65,8,47,1,625
2795,90216,74,6,61,1,420
8692,31986,111,13,83,6,532
4171,36723,106,13,18,1,580
8256,62902,69,14,94,2,159
10083,11828,90,18,84,2,571
13759,16794,96,7,31,2,460
7292,50496,68,6,50,2,415
6310,79880,79,22,68,7,568
2478,24186,64,8,11,1,307
4423,37084,125,8,55,1,900
5557,83576,69,35,72,5,331
8658,62464,109,29,45,4,400
2615,30235,71,15,45,1,340
5439,69186,69,24,16,3,192
10737,50607,137,15,0,9,657
14318,22697,186,35,39,8,892
4743,83413,118,0,1,1,134
4929,63726,70,25,21,6,837
7196,21933,107,22,96,4,770
5448,85296,68,15,47,6,342
2907,52216,72,8,55,1,362
30118,68906,187,23,61,2,1053
2224,15483,68,3,4,1,326
3055,42406,77,15,49,1,108
5365,77095,68,22,59,4,461
8287,81367,103,2,32,4,415
5953,20283,77,7,17,3,369
6964,61643,95,19,41,9,629
11302,22361,95,15,42,2,530
7647,91512,189,6,86,1,907
9209,31365,115,1,12,7,828
2611,83902,77,3,90,1,369
5158,84754,74,24,98,5,588
9551,57016,119,31,86,3,341
2980,13535,80,7,53,1,384
19872,49560,185,26,35,2,1950
2452,30216,63,18,74,1,302
37939,20587,106,14,21,2,363
5568,30539,79,21,53,7,407
4369,88495,108,21,83,1,535
8996,49706,113,13,95,3,617
8595,76763,108,12,87,8,186
5476,52218,68,11,85,8,33
4001,19782,108,13,66,1,773
2454,23158,63,4,6,1,322
3451,45609,87,4,30,1,246
9837,55099,122,1,86,3,260
8591,58434,128,4,24,6,1448
5427,74561,68,0,23,5,234
2442,20472,69,7,10,1,331
4945,78796,61,15,3,3,292
8355,64502,70,22,49,2,39
2841,30473,72,20,35,1,450
2674,68787,66,7,64,1,105
22332,49078,97,10,3,2,484
26453,42961,83,24,16,2,398
15000,62473,76,6,70,2,507
2810,26790,71,4,41,1,340
4815,25398,64,30,80,6,307
6347,42259,81,1,15,3,529
4140,53003,123,5,35,1,590
3746,41479,94,14,38,1,19
4853,11570,65,24,53,3,468
3702,33738,95,13,97,1,541
5130,12940,68,7,36,3,268
2483,50632,62,26,42,1,54
6121,26787,77,7,50,5,369
8044,44320,67,13,79,2,321
10388,61222,89,20,55,2,392
6288,67663,84,14,66,3,403
6686,22244,84,6,59,9,114
7540,50017,68,24,42,2,519
8716,28743,112,9,13,3,537
10382,32821,129,35,40,4,25
2491,36631,62,30,77,1,67
25830,73760,107,16,3,2,230
5421,29981,71,4,9,3,340
21172,88913,82,24,86,2,588
2563,57905,69,11,60,1,331
4863,89548,70,3,35,5,646
5745,51335,71,17,88,9,171
3873,28142,105,18,50,1,701
7444,34248,114,21,41,4,863
25807,71210,214,8,89,2,1027
7957,51125,67,3,67,2,430
18321,76726,65,27,26,2,10
4105,39492,105,20,81,1,756
8742,37224,74,8,23,2,355
5392,38280,74,19,8,8,317
12280,88340,102,16,1,2,489
41787,46587,119,34,74,2,571
7153,32238,91,15,80,4,439
4118,69379,103,14,79,1,494
7854,25378,66,22,32,2,419
4330,60475,107,9,18,1,513
4041,23818,104,6,1,1,499
5741,45820,71,4,89,8,249
3436,30817,88,25,43,1,91
4883,40171,123,13,23,1,576
2389,58652,64,14,75,1,307
1898,39763,70,17,20,1,702
12067,17886,116,14,35,2,1284
5761,83392,71,30,80,3,125
3893,26605,100,33,13,1,933
2827,41685,79,30,25,1,568
11700,41025,169,7,64,3,1312
2620,24721,67,3,76,1,139
2821,18959,81,21,78,1,583
4949,61450,134,15,3,1,964
5220,11744,69,23,13,7,331
12282,36328,155,6,21,4,388
4467,31347,64,10,34,4,307
4108,49139,114,7,90,1,820
2746,62913,74,5,75,1,355
5003,41680,66,12,20,4,445
4398,30600,62,6,62,3,382
8139,82517,108,10,42,6,518
7486,43744,113,33,18,4,813
4823,58946,121,5,87,1,486
22062,31820,225,26,53,2,1620
9233,42600,115,10,78,3,660
4929,25632,63,27,52,7,351
4031,29335,117,2,41,1,842
4786,45515,61,14,33,9,236
5162,89692,74,33,92,4,582
3288,91695,97,27,17,1,1026
32104,89546,266,4,18,2,2452
11747,58658,74,16,23,2,355
5780,51066,74,23,0,8,787
5639,24636,77,5,72,6,480
6511,42602,85,7,75,3,63
13094,88249,108,9,71,2,244
7806,23706,68,1,56,2,326
5943,62120,74,5,39,8,28
7602,81718,105,2,84,5,914
2086,25387,62,26,30,1,446
7302,30492,61,32,68,2,171
3399,28928,87,23,7,1,192
4849,36413,61,21,76,3,153
7173,75217,61,12,47,2,147
4605,22571,63,29,51,9,302
4250,56692,61,17,1,7,292
13466,11432,119,11,9,2,571
22103,62482,102,35,48,2,489
11972,75592,186,0,67,5,1441
7232,46621,61,20,31,2,30
8193,54950,103,25,75,7,480
2685,58166,67,3,19,1,91
5504,20948,73,15,45,5,350
8176,67137,111,0,49,6,314
4130,28321,111,34,32,1,537
6943,38741,76,4,43,2,547
6272,76673,80,2,59,4,56
43290,23203,132,22,71,2,1158
4745,50549,61,2,73,7,292
5584,19724,72,20,49,4,345
23594,76358,66,25,3,2,86
18680,74640,66,0,44,2,375
5918,77521,73,6,66,3,350
2913,76638,73,2,55,1,435
4127,60279,119,20,89,1,856
4666,60466,117,14,3,1,784
3061,88362,78,8,63,1,452
9591,61629,128,23,27,6,150
13171,21513,119,21,81,2,679
7600,34503,70,3,94,2,504
5067,61067,64,20,0,3,86
10498,30352,89,21,13,2,146
12504,33746,106,29,23,2,508
9135,95330,113,1,1,3,542
3288,43865,97,27,17,1,1026
27542,50494,114,19,15,2,491
3683,12454,100,4,68,1,720
2708,53807,68,25,69,1,63
13220,29504,117,24,90,2,809
13916,52423,119,2,80,2,571
2248,24910,63,7,63,1,347
4872,20709,64,1,7,7,307
4872,69247,61,12,64,3,226
3570,56168,88,13,20,1,614
3450,39248,87,27,22,1,386
8092,50825,102,3,46,3,369
7822,33963,99,10,3,4,222
4499,16969,124,34,47,1,704
2580,46900,66,13,59,1,316
8426,94789,74,30,37,2,460
6636,47274,83,32,26,5,182
3436,30509,88,15,76,1,442
15956,61148,132,28,25,2,98
6085,44712,82,19,14,8,537
3118,23008,79,29,49,1,80
8238,68261,102,11,81,4,84
3351,90213,83,3,12,1,398
2683,84895,67,24,19,1,321
7485,26380,96,31,70,4,177
7285,57134,91,6,6,8,436
5619,41894,153,28,5,1,1027
3934,84229,98,25,20,1,470
14042,88854,118,6,50,2,715
4563,39187,118,32,43,1,566
3939,60021,99,12,28,1,882
9120,63878,113,32,47,9,370
8105,17920,72,14,53,2,424
7292,51519,65,6,45,2,312
2539,54889,63,32,94,1,302
12741,73054,106,34,36,2,419
15320,36637,192,28,52,3,921
4439,88613,111,5,59,1,359
4014,37384,99,9,17,1,475
8929,44329,112,25,58,3,537
4883,53305,63,32,73,4,302
9259,92090,127,11,86,3,22
3225,29606,81,33,32,1,438
6625,41460,83,1,54,4,398
4334,23904,123,1,67,1,590
32871,78487,117,5,17,2,448
2113,80238,65,27,37,1,468
12383,40602,105,14,84,2,459
24610,72786,76,10,9,2,363
6473,61911,88,3,99,6,468
4983,21497,128,31,58,1,614
2890,51906,73,29,78,1,374
2471,95697,61,16,55,1,114
9732,38279,82,5,41,2,64
2597,49308,65,7,97,1,150
8217,84815,68,9,37,2,279
2882,87798,71,18,73,1,204
3241,89196,81,17,52,1,41
8427,46503,215,4,21,1,1032
5131,50994,128,16,48,1,346
10611,71762,96,29,5,2,949
3808,94903,94,3,38,1,451
5453,30855,68,7,15,7,259
5759,30968,74,10,89,8,45
5318,25134,67,3,0,6,321
26305,35300,74,14,71,2,225
8649,94389,107,16,76,8,85
10819,37433,90,7,18,2,410
4900,22976,66,19,33,4,345
2464,31056,63,5,46,1,302
7583,92062,102,27,29,5,848
6314,66517,87,15,46,6,417
3574,51950,89,34,90,1,429
9336,45262,117,25,32,7,842
5002,73659,70,35,56,3,504
5560,91751,74,29,52,8,65
5332,68931,66,5,30,7,309
22103,29076,102,35,48,2,489
3748,95822,106,24,27,1,508
2255,58289,62,18,92,1,297
5389,66429,136,35,93,1,57
30286,27587,103,14,34,2,241
3386,32349,92,18,79,1,571
7240,32818,93,17,39,8,446
8072,57938,101,6,36,3,282
6323,78532,78,25,87,3,374
6300,29539,85,20,83,7,408
4012,47221,99,8,79,1,475
4991,54189,62,11,84,3,29
8256,62902,69,14,94,2,159
6521,72608,82,26,19,8,393
7689,42677,96,5,20,3,1084
11073,82807,92,15,20,2,302
4531,58526,119,30,95,1,571
2898,26962,96,5,7,1,691
2808,83497,69,28,15,1,196
2393,54593,70,24,10,1,425
5028,70828,62,8,18,4,297
3219,45892,81,1,49,1,388
57520,48367,161,10,34,2,772
3363,80138,83,3,33,1,209
16229,26030,139,25,29,2,667
8647,32476,119,5,31,3,244
9061,37970,115,8,44,3,124
2446,44509,61,8,68,1,226
2893,61809,72,9,21,1,328
2422,25036,61,11,30,1,292
13246,36898,169,14,36,3,811
6986,79613,93,21,8,3,149
4060,65268,115,18,30,1,699
3220,19098,87,35,3,1,417
6039,95331,89,6,49,3,640
11318,79270,95,28,61,2,456
7854,36409,66,26,33,2,316
3885,57883,105,3,92,1,504
2316,43469,64,2,80,1,307
15167,40467,197,1,84,3,518
9238,22722,128,30,26,5,921
3289,43309,86,5,55,1,398
4875,10743,70,12,64,8,336
22658,23665,67,19,50,2,404
10507,20043,92,13,9,2,516
2491,25965,65,23,27,1,329
2780,20261,72,4,55,1,345
3520,31708,94,3,43,1,451
4014,37384,99,9,17,1,475
4362,58842,110,6,74,1,528
2375,47455,61,1,61,1,278
4595,95550,116,15,75,1,381
8767,45484,111,31,28,8,532
3274,83869,81,10,23,1,348
8028,75893,74,26,84,2,532
7584,87473,95,28,7,8,448
7627,93004,63,31,2,2,205
2215,70231,66,21,67,1,316
4971,98784,124,7,36,1,155
8029,76081,68,14,3,2,384
13780,25708,118,21,44,2,566
4636,26802,66,7,43,5,316
4061,30061,104,4,22,1,499
5913,43676,76,19,7,3,364
9015,42105,130,32,38,4,936
7194,35613,71,22,0,2,599
5073,57709,125,10,26,1,600
2160,91782,62,4,49,1,439
10115,63528,256,15,23,1,1228
8159,40589,69,23,68,2,331
2351,12928,64,12,74,1,307
7296,18884,64,21,90,2,307
4475,84903,111,7,63,1,497
22721,26900,97,7,21,2,465
7200,28245,62,0,16,2,297
3359,16891,88,15,54,1,633
5554,52984,69,12,81,5,167
4078,57031,104,16,10,1,13
7735,85679,101,11,34,3,563
2522,25840,73,24,15,1,350
4961,20951,65,2,50,5,312
8257,20072,70,26,34,2,487
5528,36088,72,16,31,9,345
4260,26991,119,34,65,1,856
10552,28505,88,34,93,2,422
3226,19948,89,17,84,1,427
8427,46503,215,4,21,1,1032
8273,25306,116,6,78,3,509
8564,95697,107,29,29,9,178
8876,30525,115,24,35,3,368
4229,82116,126,15,45,1,907
7930,75988,67,0,40,2,200
14866,24279,126,16,97,2,604
4428,57613,64,6,47,8,628
8646,64125,108,3,44,3,369
6847,71038,86,15,56,3,205
3919,66676,97,0,40,1,558
4151,41531,61,7,71,9,208
5217,39854,66,6,4,7,261
7931,23769,69,18,14,2,470
5499,88768,68,17,77,7,326
10439,88233,88,32,22,2,253
8709,41546,111,4,47,3,121
8797,80780,109,26,11,3,3
2064,55770,65,12,57,1,368
8485,32607,111,29,79,8,532
2885,35654,72,17,19,1,515
5638,85896,70,28,27,3,48
5453,69468,67,2,3,3,302
8558,33324,125,10,43,9,615
3237,60244,83,3,72,1,326
2845,86631,73,7,44,1,400
6189,99074,77,4,40,9,208
36695,80038,199,7,93,2,1062
24543,68297,212,6,42,2,1272
8145,62534,68,10,1,2,326
2674,56342,69,12,89,1,331
7739,64859,96,24,11,8,266
2910,12048,77,6,46,1,369
3677,32314,92,7,80,1,662
5681,67132,71,34,71,6,466
4697,99474,67,10,75,7,482
4911,33700,62,26,72,3,274
8033,70311,66,18,15,2,341
7590,52823,95,7,15,5,125
3136,49532,79,16,9,1,220
13197,91298,68,19,2,2,326
4665,26552,68,16,35,3,326
8714,75037,118,14,64,4,566
25807,71210,214,8,89,2,1027
8237,48866,103,21,76,3,494
2551,79751,63,15,67,1,392
5553,26441,71,16,28,5,152
5461,39626,69,23,0,3,485
8200,25381,71,22,62,2,340
5206,94392,65,3,89,8,156
3636,34986,91,7,75,1,73
3651,25118,110,7,70,1,1265
2546,86595,63,1,77,1,445
11431,28657,100,4,55,2,588
4458,17622,65,1,36,3,312
2449,44301,69,20,44,1,496
2903,36845,74,14,33,1,355
14274,37400,84,35,42,2,604
3683,83452,100,13,25,1,480
3964,14616,106,16,23,1,575
4437,22768,112,16,69,1,537
3954,18375,103,8,50,1,535
33718,27500,114,25,47,2,472
3962,74692,125,27,97,1,539
4717,20355,61,4,6,3,439
26197,18495,113,10,15,2,542
8092,50825,102,3,46,3,369
17288,46836,158,3,10,2,758
2716,55712,95,14,81,1,619
4890,75104,68,21,59,7,689
8246,62588,104,21,22,3,499
7480,52513,65,0,76,2,91
3059,43182,88,22,85,1,989
10110,96506,124,4,22,3,504
9902,45093,133,4,58,8,945
27564,26410,91,17,90,2,184
4558,28518,65,24,93,9,312
2616,72302,66,6,27,1,316
3801,40513,96,21,37,1,151
22658,23665,67,19,50,2,404
5817,86824,72,1,76,3,189
7643,20192,106,22,51,8,508
17930,21708,68,28,77,2,326
12157,57449,103,6,28,2,494
17788,73339,89,34,13,2,17
5979,57693,76,16,56,3,547
3260,34204,90,8,33,1,432
2217,77189,65,11,69,1,111
13061,11780,180,4,45,6,1474
4117,58448,116,19,99,1,1301
7630,22066,111,21,20,8,799
3353,63398,83,29,46,1,292
4531,23705,122,33,2,1,585
4646,37530,117,26,58,1,561
5395,70051,68,15,69,8,42
8873,28558,119,14,37,3,797
13009,83475,61,6,81,2,380
2482,71104,71,13,50,1,511
2497,29465,63,6,9,1,302
7748,79528,64,2,39,2,175
25169,37282,79,1,49,2,222
4832,63951,139,6,9,1,1000
3703,23120,93,5,87,1,446
12023,28879,106,6,9,2,763
5237,33554,131,25,36,1,934
6612,28792,185,34,20,1,1166
7992,35434,66,19,26,2,297
6289,40675,81,30,15,5,563
5099,17710,70,28,77,3,336
2556,18680,71,17,22,1,340
5619,70708,153,25,5,1,1027
2787,38667,72,8,67,1,159
9624,70874,134,26,88,4,964
6269,61040,78,21,9,9,391
4566,83607,68,19,53,3,326
6158,50822,67,20,29,2,321
5097,22712,74,3,95,7,532
9129,70973,114,6,24,3,547
5575,91416,69,4,39,5,109
11085,69090,139,24,11,5,387
13466,11432,119,11,9,2,571
4196,59469,64,35,75,7,774
6889,33786,89,15,94,3,75
11280,45743,96,15,81,2,673
5739,87394,80,27,88,3,848
5680,82255,71,29,59,5,145
8048,85338,116,24,90,9,1339
5339,84424,66,18,71,9,231
4128,95891,102,3,13,1,34
8253,62375,103,35,71,3,411
7859,71910,113,19,10,7,813
5763,31725,76,31,9,5,177
2867,23376,78,19,18,1,374
8355,49564,105,8,29,5,661
5206,94392,65,10,89,8,156
4351,74163,108,23,63,1,518
10097,48999,86,6,65,2,412
5678,72131,76,8,44,3,364
15739,48096,131,10,3,2,450
19338,22784,70,11,68,2,224
13160,94125,109,33,21,2,341
8689,71655,99,25,57,2,475
5641,39469,71,1,29,4,315
5354,29445,68,0,31,9,334
8930,13876,82,25,63,2,554
6661,55663,166,19,63,1,194
12687,63918,64,4,14,2,307
6692,63221,168,16,49,1,806
18572,51294,116,19,45,2,113
5278,29899,66,21,31,3,419
6252,92895,77,5,2,7,43
2877,32807,73,10,10,1,350
5382,74888,68,19,36,7,335
3618,50755,91,21,25,1,436
12552,10147,67,15,52,2,459
3185,13512,92,14,24,1,441
7334,87957,61,31,63,2,308
3479,66711,86,25,92,1,366
7285,44788,61,6,48,2,386
13422,65024,67,17,15,2,189
5237,31756,66,34,44,8,160
8496,88895,106,0,87,8,209
4087,24123,104,7,61,1,748
16702,30305,72,34,46,2,345
2839,71460,74,11,77,1,93
5029,42776,133,3,89,1,795
2717,66463,68,28,80,1,326
2945,89410,74,11,50,1,95
20446,71467,86,5,34,2,324
30061,48258,249,12,86,2,1195
10373,62587,86,30,47,2,412
16798,55269,71,32,15,2,340
7341,88049,92,5,38,8,567
3713,81190,92,9,87,1,356
9802,84429,123,11,2,6,115
4686,58089,118,31,83,1,566
5637,93358,84,4,52,4,403
4078,67942,116,13,86,1,835
8329,30865,104,33,31,7,21
4083,13483,107,9,60,1,556
2971,83873,76,5,36,1,218
11039,20161,103,4,67,2,1149
14158,83235,70,16,33,2,336
7031,26255,88,21,4,3,52
4746,54050,119,5,15,1,571
26223,52587,115,22,15,2,828
4670,32079,125,21,34,1,600
4015,80055,100,30,83,1,121
5341,28746,72,4,11,7,345
7234,86448,90,25,79,6,59
35227,23031,148,26,76,2,710
7247,86122,182,33,54,1,873
2581,29757,65,35,55,1,312
6511,42602,85,7,75,3,63
20216,17931,183,24,16,2,878
4656,29070,61,8,99,3,292
6297,66565,189,15,51,1,1823
2393,28646,61,11,50,1,355
8586,79782,83,23,13,2,483
2869,70974,71,0,0,1,340
